ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
325	57	Woman	4+	Unemployed	On-line	No	11	Sport	28207	Manual	Diesel		0.23989094167981193
326	75	Man	2	"Public Sector - Manager"	Agency	Yes	11	Estate	16973	Manual	Petrol		0.24210498694578808
327	71	Woman	2	"Public Sector - Employee"	Agency	Yes	21	Sport	16748	Manual	Diesel		0.16111067557258885
328	43	Woman	0	Independant	Agency	No	19	Sport	24599	Manual	Petrol		0.25573499454953419
329	58	Woman	1	"Private Sector - Manager"	Agency	No	22	Sport	22389	Automatic	Diesel		0.22153145878549838
331	56	Man	4+	"Public Sector - Employee"	Agency	No	15	Saloon	23848	Automatic	Diesel		0.19000569235505962
332	75	Man	4+	"Public Sector - Manager"	Agency	No	13	Estate	23792	Manual	Petrol		0.30715934216838786
335	72	Woman	3	"Public Sector - Manager"	Agency	Yes	5	Saloon	23674	Automatic	Petrol		0.068503117458851903
336	52	Woman	1	"Public Sector - Manager"	Agency	No	20	Sport	25526	Automatic	Petrol		0.26201115538324982
337	44	Man	2	Independant	Agency	No	9	Saloon	36595	Automatic	Diesel		0.15714629508592548
338	80	Woman	3	"Private Sector - Director"	On-line	Yes	20	Sport	15311	Automatic	Petrol		0.26471840505013633
339	35	Woman	4+	Independant	Agency	No	13	Saloon	19106	Automatic	Diesel		0.071785240260073005
340	56	Man	2	Independant	Agency	Yes	20	Estate	31397	Manual	Diesel		0.17546995445557467
341	23	Man	0	"Public Sector - Employee"	On-line	No	5	Sport	18920	Automatic	Diesel		0.56039801130105893
342	57	Man	2	Government	Agency	No	10	Sport	25310	Automatic	Petrol		0.2816457589888649
343	72	Woman	0	"Public Sector - Manager"	Agency	No	16	Sport	21595	Manual	Diesel		0.48387543762387875
344	32	Man	1	Student	On-line	No	14	Saloon	29952	Automatic	Diesel		0.24190874680043944
345	32	Woman	0	Student	On-line	No	14	Saloon	20560	Automatic	Diesel		0.23479128068644506
346	46	Woman	4+	"Public Sector - Manager"	On-line	No	8	Saloon	24249	Manual	Petrol		0.0760934386191605
347	39	Man	1	Government	On-line	No	20	Sport	26500	Automatic	Diesel		0.44199171335809762
348	23	Man	4+	"Public Sector - Employee"	Agency	Yes	4	Estate	35561	Automatic	Petrol		0.14686543841124738
349	69	Man	2	Government	On-line	No	17	Estate	19148	Manual	Petrol		0.066313545579267094
350	52	Woman	4+	Retired	Agency	No	14	Saloon	19945	Manual	Petrol		-0.063541672032790555
351	49	Woman	2	"Private Sector - Director"	On-line	No	12	Sport	27379	Automatic	Diesel		0.24405584893073198
352	29	Woman	0	Government	On-line	Yes	3	Estate	23653	Automatic	Diesel		0.2672729781881733
353	25	Woman	2	Student	Agency	Yes	6	Sport	23119	Automatic	Diesel		0.2763658656635537
354	57	Man	0	"Private Sector - Employee"	On-line	Yes	13	Estate	20227	Automatic	Petrol		0.14119064799569991
355	37	Man	0	"Private Sector - Director"	Agency	No	16	Saloon	21348	Automatic	Petrol		0.29511444316251789
356	29	Woman	4+	"Public Sector - Director"	On-line	No	3	Saloon	24365	Manual	Diesel		0.029643786391319794
357	48	Woman	2	"Private Sector - Director"	Agency	No	4	Estate	34578	Manual	Diesel		0.041950383693686873
358	40	Man	0	"Private Sector - Director"	On-line	Yes	14	Estate	18120	Automatic	Diesel		0.37072566000032969
359	42	Man	2	"Private Sector - Manager"	Agency	Yes	10	Sport	52208	Automatic	Diesel		0.2119757695499622
360	52	Man	2	Independant	Agency	No	6	Sport	36453	Automatic	Diesel		0.33720679666339237
362	37	Woman	1	"Public Sector - Employee"	Agency	Yes	13	Estate	54152	Automatic	Petrol		-0.072474393588650932
363	89	Woman	0	Retired	On-line	No	15	Estate	24067	Manual	Diesel		0.39723648355147256
364	30	Woman	4+	"Private Sector - Manager"	Agency	No	11	Sport	16158	Manual	Diesel		0.22743464706650474
365	65	Man	4+	"Public Sector - Manager"	Agency	Yes	18	Saloon	53187	Automatic	Diesel		0.21518149991805316
366	38	Man	2	Student	On-line	Yes	14	Saloon	24918	Automatic	Diesel		0.24101102459751136
367	51	Man	2	"Public Sector - Employee"	Agency	No	12	Saloon	52389	Manual	Diesel		0.10243636201747511
368	72	Man	1	Unemployed	On-line	Yes	17	Saloon	21061	Manual	Petrol		0.076134036960476464
369	44	Woman	3	"Public Sector - Employee"	Agency	No	22	Saloon	40925	Automatic	Diesel		0.010956038708575519
370	43	Man	1	Government	Agency	No	14	Saloon	37098	Automatic	Diesel		0.14532177624952694
371	50	Woman	2	Independant	Agency	No	10	Sport	31526	Automatic	Petrol		0.12194848043932396
372	55	Man	2	Retired	Agency	No	15	Saloon	24684	Automatic	Diesel		0.19485871863579757
373	65	Woman	1	"Private Sector - Employee"	On-line	No	17	Saloon	29147	Automatic	Petrol		-0.12593755847533789
374	27	Woman	2	Independant	Agency	No	9	Sport	28031	Manual	Diesel		0.29022705392015136
375	20	Man	2	"Private Sector - Employee"	Agency	Yes	2	Estate	30232	Automatic	Diesel		0.17226339027857071
376	20	Man	0	Independant	Agency	No	2	Sport	25122	Automatic	Diesel		0.58158191022239558
377	36	Man	4+	Independant	Agency	No	18	Saloon	24078	Automatic	Diesel		0.23718164810626696
379	36	Woman	0	Student	On-line	Yes	18	Estate	20363	Automatic	Diesel		0.23209933172155423
380	50	Man	2	Student	Agency	Yes	13	Estate	27584	Automatic	Diesel		0.18934117047130708
383	51	Woman	0	Unemployed	On-line	Yes	19	Estate	29900	Manual	Diesel		0.21118339962504531
384	24	Man	0	"Private Sector - Director"	Agency	Yes	6	Saloon	12375	Manual	Diesel		0.34448723904566914
385	26	Woman	0	"Public Sector - Manager"	Agency	No	8	Saloon	19770	Automatic	Petrol		0.26878767013295751
386	75	Man	0	Student	Agency	Yes	4	Estate	26677	Manual	Diesel		0.44035953519382187
387	49	Woman	2	"Private Sector - Manager"	Agency	No	3	Saloon	36695	Manual	Petrol		-0.060981600656333138
388	27	Man	2	"Private Sector - Manager"	Agency	No	8	Estate	34895	Manual	Diesel		0.24204429328647911
391	40	Man	4+	Student	Agency	Yes	21	Saloon	21540	Automatic	Petrol		0.12696407948653893
392	76	Man	1	"Public Sector - Employee"	Agency	Yes	8	Sport	20890	Automatic	Diesel		0.54796808288171461
393	49	Woman	1	"Private Sector - Manager"	Agency	Yes	17	Estate	19711	Automatic	Petrol		-0.064577378857203424
394	26	Woman	4+	"Public Sector - Director"	On-line	No	8	Estate	16143	Manual	Diesel		-0.037164840428916657
395	42	Woman	0	"Public Sector - Manager"	Agency	No	14	Sport	18475	Automatic	Diesel		0.40282986630640172
396	73	Woman	4+	Unemployed	On-line	Yes	15	Saloon	20392	Automatic	Diesel		0.028438373297066707
397	49	Man	4+	"Public Sector - Director"	On-line	No	3	Saloon	25634	Automatic	Diesel		0.11330916584733935
398	56	Man	1	Government	On-line	No	20	Saloon	27573	Automatic	Diesel		0.20214069541396226
401	27	Woman	0	"Public Sector - Employee"	Agency	Yes	9	Estate	24380	Manual	Diesel		0.27208481104777804
402	19	Woman	1	Independant	On-line	Yes	1	Saloon	29097	Automatic	Diesel		0.1115307477128052
403	22	Woman	2	"Public Sector - Manager"	Agency	No	4	Saloon	24096	Manual	Petrol		0.14046518437995792
404	66	Man	2	Government	Agency	No	3	Sport	18766	Automatic	Petrol		0.24337272486415862
405	69	Woman	4+	"Public Sector - Director"	Agency	No	13	Saloon	21857	Automatic	Diesel		-0.050282989583254889
406	21	Woman	1	Retired	On-line	No	3	Estate	24499	Automatic	Diesel		0.12136565340831455
407	68	Man	1	"Public Sector - Employee"	Agency	Yes	7	Estate	17356	Automatic	Petrol		0.056674486235224197
408	51	Man	4+	Retired	Agency	No	22	Saloon	20532	Automatic	Diesel		0.17293418987619327
414	57	Man	4+	"Public Sector - Employee"	Agency	Yes	8	Estate	20834	Automatic	Diesel		0.17314210196063348
415	33	Man	0	"Public Sector - Employee"	Agency	No	15	Sport	12497	Automatic	Diesel		0.51928204149102941
416	33	Woman	1	"Public Sector - Director"	Agency	Yes	4	Estate	16448	Manual	Diesel		-0.040048615185868386
417	59	Man	4+	Independant	On-line	No	10	Saloon	42033	Manual	Diesel		0.12867756970266675
418	49	Man	0	"Private Sector - Manager"	Agency	Yes	8	Saloon	11164	Automatic	Diesel		0.2810617423673698
419	72	Man	2	Independant	On-line	Yes	9	Sport	20345	Automatic	Petrol		0.23640146605989587
422	58	Woman	1	"Public Sector - Director"	Agency	Yes	17	Estate	26305	Manual	Diesel		-0.023082509683288177
423	66	Man	4+	"Private Sector - Manager"	Agency	Yes	13	Sport	36710	Automatic	Diesel		0.34671956931584469
424	42	Woman	4+	"Public Sector - Manager"	Agency	No	10	Sport	20997	Automatic	Petrol		0.16833744924287847
425	49	Woman	2	Unemployed	On-line	Yes	8	Estate	26549	Automatic	Diesel		0.067746912431819253
426	53	Woman	2	Independant	On-line	No	9	Estate	25914	Automatic	Diesel		0.04952643724338833
427	19	Man	1	Government	Agency	Yes	1	Saloon	35951	Manual	Diesel		0.24152617309851213
428	55	Man	4+	"Private Sector - Manager"	On-line	Yes	20	Sport	13118	Automatic	Diesel		0.30425754466934118
429	46	Man	0	Independant	Agency	No	13	Saloon	19947	Automatic	Diesel		0.308589169737994
430	51	Woman	2	"Public Sector - Employee"	Agency	No	13	Sport	42094	Manual	Diesel		0.18458888837473489
431	45	Man	2	"Public Sector - Employee"	Agency	No	13	Saloon	29290	Automatic	Diesel		0.19685254203777064
432	40	Woman	2	Unemployed	Agency	Yes	22	Sport	32321	Automatic	Diesel		0.28526335969683747
433	52	Woman	2	"Private Sector - Director"	Agency	No	16	Saloon	35054	Automatic	Diesel		0.040377152339843486
434	40	Man	1	Student	Agency	No	20	Saloon	33195	Automatic	Petrol		0.13352332828962565
435	43	Man	4+	Student	On-line	Yes	5	Sport	19264	Manual	Petrol		0.21091115610005118
436	61	Woman	2	Government	Agency	No	18	Saloon	27955	Automatic	Diesel		0.061302736617941458
437	19	Man	4+	Student	Agency	No	1	Sport	21212	Automatic	Petrol		0.31202167752505278
438	56	Man	2	"Public Sector - Employee"	On-line	No	8	Estate	13812	Automatic	Diesel		0.12540930405862519
439	68	Man	4+	"Private Sector - Employee"	Agency	Yes	17	Estate	42546	Automatic	Diesel		0.050330593081403321
440	27	Woman	2	Student	Agency	No	7	Sport	39126	Automatic	Diesel		0.24799616830570029
441	62	Man	2	"Public Sector - Director"	Agency	No	8	Estate	36630	Automatic	Diesel		0.081889544137115425
444	26	Man	1	"Private Sector - Director"	Agency	No	8	Saloon	31051	Manual	Diesel		0.25496036803462885
445	56	Man	0	Student	Agency	No	8	Saloon	19608	Automatic	Petrol		0.21157064764067929
446	30	Woman	0	Independant	Agency	Yes	8	Saloon	15859	Automatic	Petrol		0.094016596265282248
448	77	Man	0	"Public Sector - Employee"	Agency	Yes	7	Sport	17682	Manual	Petrol		0.58904377315600154
450	68	Man	0	"Public Sector - Director"	Agency	No	11	Estate	34007	Automatic	Diesel		0.2442910211838846
451	19	Woman	0	Retired	On-line	Yes	1	Estate	29070	Automatic	Diesel		0.27962360065852809
452	19	Man	2	Government	Agency	Yes	1	Estate	30257	Manual	Diesel		0.26035513487346351
453	18	Woman	4+	"Public Sector - Director"	Agency	No	0	Saloon	23908	Automatic	Diesel		0.031539046913205672
454	71	Man	4+	Student	On-line	No	15	Saloon	34012	Manual	Diesel		0.16331279708012675
455	53	Man	4+	"Private Sector - Director"	Agency	No	7	Saloon	26948	Automatic	Diesel		0.20490420206530283
457	53	Woman	4+	Independant	Agency	No	20	Estate	47218	Manual	Diesel		-0.049396034334665703
460	57	Man	3	Government	Agency	No	9	Estate	38868	Automatic	Diesel		0.15948855869407566
461	71	Man	1	"Private Sector - Director"	Agency	No	5	Estate	26310	Manual	Diesel		0.19993871083157136
462	48	Woman	1	"Private Sector - Director"	Agency	Yes	20	Sport	25860	Automatic	Petrol		0.14753707984160469
463	24	Man	4+	"Private Sector - Director"	On-line	No	6	Estate	39265	Automatic	Diesel		0.22265705650406459
464	28	Man	4+	"Private Sector - Director"	Agency	No	9	Saloon	21670	Automatic	Petrol		0.14671892294336225
465	38	Man	0	Retired	Agency	Yes	7	Estate	42400	Automatic	Diesel		0.35486990521242212
466	54	Man	0	"Public Sector - Director"	Agency	No	9	Saloon	26899	Automatic	Diesel		0.27083285374693683
467	71	Woman	1	Student	Agency	Yes	17	Estate	17203	Automatic	Diesel		-0.0028826984414635493
468	49	Man	4+	"Public Sector - Manager"	Agency	No	14	Estate	18869	Manual	Diesel		0.28011482601875315
469	31	Man	4+	"Public Sector - Employee"	Agency	No	13	Sport	22381	Automatic	Diesel		0.42248870777774383
470	28	Man	0	Independant	Agency	Yes	10	Sport	16514	Manual	Diesel		0.50609343409468066
471	40	Man	1	Independant	On-line	Yes	16	Estate	22413	Automatic	Diesel		0.22639442452296737
472	37	Woman	4+	"Private Sector - Manager"	On-line	Yes	13	Sport	25926	Automatic	Diesel		0.30124944091171291
473	77	Man	1	"Public Sector - Director"	Agency	No	13	Sport	36599	Automatic	Diesel		0.45737760140933748
474	50	Man	4+	"Public Sector - Manager"	Agency	No	15	Saloon	23538	Automatic	Petrol		0.21147693417784164
476	58	Woman	0	Student	Agency	No	20	Saloon	24875	Automatic	Diesel		0.1963660991923519
478	57	Woman	2	Student	On-line	No	13	Saloon	21482	Automatic	Diesel		0.024114564555839414
479	67	Man	2	"Public Sector - Director"	Agency	Yes	15	Estate	40425	Automatic	Petrol		-0.033250726508572331
480	83	Man	1	Retired	Agency	Yes	5	Estate	24747	Automatic	Diesel		0.38799070695531279
481	72	Woman	4+	"Private Sector - Manager"	On-line	Yes	18	Sport	16254	Automatic	Diesel		0.16098759669098389
482	75	Woman	2	"Private Sector - Director"	Agency	No	5	Estate	26404	Automatic	Diesel		0.16146017517921313
483	82	Man	4+	"Private Sector - Director"	Agency	No	15	Sport	22057	Automatic	Petrol		0.45737891104052053
484	50	Man	4+	Independant	Agency	Yes	12	Saloon	19909	Manual	Petrol		0.060904201175876416
485	49	Woman	1	Student	Agency	Yes	21	Saloon	30753	Manual	Petrol		-0.054203030826419862
487	52	Man	4+	Student	Agency	No	20	Estate	19285	Automatic	Diesel		0.15159352979403168
488	42	Man	0	Government	Agency	No	22	Estate	44904	Manual	Diesel		0.18909432501658124
489	75	Woman	2	"Private Sector - Employee"	Agency	No	11	Saloon	19744	Automatic	Diesel		0.036961919743642588
490	23	Woman	4+	Retired	Agency	No	5	Estate	17963	Automatic	Diesel		0.084520135086627673
491	26	Woman	1	"Private Sector - Director"	Agency	No	8	Saloon	34727	Manual	Diesel		0.10461288824085424
492	24	Man	2	Government	Agency	No	6	Estate	20454	Manual	Diesel		0.2362350876683311
493	57	Woman	0	"Public Sector - Employee"	Agency	Yes	22	Estate	22562	Automatic	Diesel		0.19807516687564752
494	61	Woman	4+	"Public Sector - Director"	Agency	No	22	Estate	25895	Automatic	Petrol		-0.12068837709647232
495	64	Woman	2	"Public Sector - Employee"	Agency	No	14	Saloon	20757	Automatic	Diesel		0.032637359828348096
496	64	Man	4+	"Public Sector - Manager"	On-line	Yes	9	Sport	32949	Manual	Diesel		0.47747154032957118
498	48	Man	1	Independant	Agency	No	7	Estate	16601	Automatic	Diesel		0.11150677609863838
499	55	Woman	1	Independant	Agency	No	21	Saloon	16325	Automatic	Diesel		-0.02755830367379522
500	48	Woman	1	Government	Agency	No	14	Saloon	24413	Automatic	Diesel		0.055736819829149929
501	62	Woman	1	Student	Agency	No	19	Estate	21348	Automatic	Petrol		-0.07245512452191305
502	51	Man	0	"Public Sector - Manager"	Agency	No	20	Estate	18157	Automatic	Diesel		0.42996050714520395
503	22	Woman	1	Retired	Agency	No	4	Sport	32402	Manual	Diesel		0.2922248259043827
504	68	Man	4+	Independant	Agency	No	20	Estate	11084	Automatic	Diesel		0.10893494108777856
505	77	Woman	4+	Independant	Agency	No	15	Estate	22888	Manual	Petrol		0.13293053517108611
507	74	Man	2	Student	Agency	No	12	Estate	31586	Manual	Diesel		0.17048224496546963
508	68	Man	1	"Public Sector - Manager"	On-line	No	20	Estate	47817	Automatic	Diesel		0.21575539354114656
509	44	Woman	0	Retired	Agency	Yes	4	Sport	34975	Automatic	Petrol		0.27733790930055241
510	44	Woman	2	Independant	Agency	No	20	Estate	30853	Automatic	Diesel		0.038931912763454778
511	48	Woman	2	Student	Agency	No	4	Saloon	26883	Automatic	Diesel		0.052781348178778886
512	30	Man	1	"Private Sector - Manager"	Agency	No	12	Estate	23966	Manual	Diesel		0.25319359345096182
514	51	Woman	4+	Independant	On-line	Yes	7	Estate	35406	Automatic	Petrol		-0.069363292612635991
517	18	Man	4+	Government	On-line	No	0	Saloon	34215	Manual	Diesel		0.24787071427739704
518	69	Man	4+	Independant	Agency	No	11	Sport	30807	Manual	Petrol		0.25805373127610493
519	43	Man	2	"Public Sector - Employee"	Agency	No	12	Estate	25861	Manual	Diesel		0.17769064920939753
520	61	Man	2	"Private Sector - Manager"	Agency	No	12	Estate	31585	Manual	Diesel		0.18786451800299467
521	18	Woman	3	"Private Sector - Manager"	Agency	No	0	Estate	21750	Automatic	Diesel		0.10741050971585486
522	68	Man	1	"Private Sector - Employee"	On-line	Yes	5	Estate	21930	Manual	Diesel		0.08874223000592768
523	19	Woman	3	Independant	Agency	No	1	Estate	28249	Manual	Diesel		0.11429152957026424
524	59	Man	2	"Private Sector - Director"	Agency	Yes	18	Sport	14905	Automatic	Diesel		0.3028524207071861
525	23	Man	0	Independant	Agency	No	5	Estate	25061	Automatic	Diesel		0.40160434766500441
526	38	Woman	2	Government	Agency	No	5	Sport	29040	Automatic	Diesel		0.29674790819570551
527	23	Man	2	Unemployed	Agency	Yes	5	Saloon	30250	Manual	Diesel		0.25877233035408653
528	44	Man	1	Independant	Agency	No	12	Estate	23355	Manual	Diesel		0.17313651178340903
529	39	Woman	4+	Student	Agency	No	16	Sport	23578	Automatic	Diesel		0.27327743863196885
530	27	Man	1	"Private Sector - Employee"	Agency	No	5	Sport	28314	Automatic	Diesel		0.35413489939737153
531	72	Man	4+	"Private Sector - Director"	On-line	No	10	Estate	31212	Manual	Diesel		0.18640685295772069
532	62	Man	1	"Private Sector - Manager"	Agency	Yes	9	Saloon	21686	Automatic	Diesel		0.17662589554320607
533	55	Woman	2	Independant	Agency	No	11	Sport	41886	Manual	Diesel		0.17045440272380441
534	60	Man	4+	Student	Agency	No	17	Saloon	12465	Automatic	Petrol		0.015927038279843084
535	75	Woman	4+	"Public Sector - Director"	On-line	No	13	Sport	22409	Automatic	Diesel		0.23009502461769685
536	33	Woman	2	"Private Sector - Employee"	Agency	No	15	Estate	27395	Automatic	Diesel		0.037901706705280203
537	31	Woman	4+	Retired	Agency	Yes	13	Sport	24144	Automatic	Diesel		0.29383100671617157
538	51	Woman	2	Student	Agency	No	19	Sport	32281	Manual	Diesel		0.21386375554982648
539	38	Man	2	Student	Agency	No	20	Saloon	25417	Automatic	Diesel		0.24376275622870072
540	39	Man	1	"Public Sector - Employee"	Agency	No	19	Sport	26233	Automatic	Diesel		0.44051934392818259
541	63	Woman	2	Unemployed	Agency	No	21	Saloon	21391	Automatic	Diesel		0.036376458675217778
542	23	Woman	2	"Public Sector - Director"	Agency	No	5	Sport	13533	Manual	Diesel		0.14310945795718694
543	47	Woman	4+	"Public Sector - Employee"	On-line	No	6	Saloon	25939	Automatic	Diesel		0.063920797834527518
544	28	Woman	2	Independant	Agency	Yes	10	Sport	25565	Automatic	Petrol		0.19403392490030222
545	40	Man	4+	"Private Sector - Employee"	Agency	No	17	Estate	29884	Automatic	Diesel		0.16536838268331866
546	28	Man	2	Retired	Agency	No	10	Sport	26637	Automatic	Diesel		0.44696494454495117
547	66	Woman	1	Retired	On-line	Yes	13	Sport	27994	Automatic	Petrol		0.14378200261707777
548	43	Woman	3	Government	Agency	No	20	Sport	23002	Automatic	Diesel		0.20198194801891997
549	55	Man	2	Independant	Agency	Yes	22	Estate	19169	Manual	Diesel		0.15022511640633684
550	56	Man	1	"Public Sector - Director"	On-line	No	13	Estate	51896	Automatic	Diesel		0.013569660440402628
551	41	Woman	2	"Public Sector - Manager"	Agency	No	15	Estate	17046	Manual	Diesel		0.13627739098961161
552	18	Man	4+	Independant	On-line	No	0	Estate	12454	Manual	Diesel		0.17887151594293535
553	69	Woman	3	Student	Agency	No	3	Estate	21683	Automatic	Diesel		0.022308048349230183
554	73	Woman	2	"Public Sector - Director"	Agency	Yes	5	Estate	19822	Automatic	Diesel		-0.062476624355050553
555	41	Man	1	Retired	Agency	Yes	9	Saloon	25632	Automatic	Petrol		0.11104891585905205
556	68	Man	4+	Unemployed	On-line	Yes	9	Estate	17434	Automatic	Petrol		0.057104616630480248
557	36	Woman	1	"Private Sector - Manager"	Agency	No	17	Sport	21272	Manual	Petrol		0.18137019918792391
558	23	Man	1	Retired	Agency	Yes	5	Estate	21599	Manual	Petrol		0.14833438648415548
559	44	Woman	2	"Public Sector - Employee"	On-line	No	6	Estate	41571	Automatic	Diesel		0.0076690947824241684
560	20	Man	1	"Private Sector - Employee"	Agency	No	2	Sport	32149	Automatic	Diesel		0.34445931338458136
561	44	Woman	2	"Public Sector - Director"	Agency	No	6	Sport	14087	Automatic	Petrol		-0.016917460611116743
563	34	Woman	2	Independant	Agency	No	14	Saloon	9180	Automatic	Diesel		0.03486357850937382
